SAMPLE_NAME	BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	SAMPLE	LIBRARY	READ_GROUP
4M	nexterarapidcapture_expandedexome_probes	3137161264	32382013	62286318	1.923485	51282728	51282728	44847610	1	0.874517	39926509	0.890271	3679683391	1634594378	1240163454	804925559	2255894864	0.781251	0.218749	0.568602	50.478467	36.603633	0.315586	0.435538	43.036064	0.012836	6.100605	0.894727	0.711918	0.531253	0.395697	0.298221	0.229168	0.084518	65787052	13.005785	22.771567	-1	-1	-1	-1	24.736342	1.125641
4P	nexterarapidcapture_expandedexome_probes	3137161264	32382013	62286318	1.923485	37980252	37980252	33308222	1	0.876988	30006836	0.900884	2756839259	1170508043	862373486	723957730	1604135717	0.737396	0.262604	0.575788	36.146859	25.998664	0.305137	0.418179	41.133528	0.012433	6.499666	0.870078	0.627392	0.418521	0.283903	0.199689	0.146776	0.042469	45406763	18.221164	-1	-1	-1	-1	-1	24.484207	1.197672
5A	nexterarapidcapture_expandedexome_probes	3137161264	32382013	62286318	1.923485	37663569	37663569	34033561	1	0.90362	31104181	0.913927	2795794767	1340675242	912467999	542651526	1830338755	0.805904	0.194096	0.595024	41.40185	29.691342	0.36008	0.491594	46.457015	0.013179	7.422835	0.877071	0.659575	0.464739	0.32803	0.236235	0.175702	0.056807	67151069	15.760042	-1	-1	-1	-1	-1	23.499011	1.18202
5M	nexterarapidcapture_expandedexome_probes	3137161264	32382013	62286318	1.923485	86551204	86551204	71595191	1	0.8272	64788917	0.904934	5431484535	2859098820	1583825265	988560450	3708422349	0.817994	0.182006	0.643517	88.292807	60.109286	0.334168	0.433436	50.996882	0.011672	7.513661	0.911438	0.772483	0.655931	0.558873	0.475017	0.402624	0.181851	79961820	14.589558	27.69243	-1	-1	-1	-1	22.267809	1.026496
5P	nexterarapidcapture_expandedexome_probes	3137161264	32382013	62286318	1.923485	22134591	22134591	20387077	1	0.921051	18591109	0.911907	1663334948	850026286	569568433	243740229	1158104124	0.853463	0.146537	0.598781	26.249952	18.789801	0.389482	0.530644	49.50917	0.014666	9.394901	0.837984	0.544045	0.318836	0.193392	0.125375	0.086366	0.014901	53218140	27.391943	-1	-1	-1	-1	-1	21.234474	1.501185
8A	nexterarapidcapture_expandedexome_probes	3137161264	32382013	62286318	1.923485	64127804	64127804	54144753	1	0.844326	49078410	0.90643	4171564249	2316529038	1295350565	559684646	3015308409	0.865833	0.134167	0.641364	71.537524	48.842662	0.36607	0.476495	53.798704	0.010917	8.140444	0.892919	0.736887	0.599978	0.488605	0.396942	0.323094	0.133802	73317787	15.917547	-1	-1	-1	-1	-1	23.866042	1.048547
8M	nexterarapidcapture_expandedexome_probes	3137161264	32382013	62286318	1.923485	64271736	64271736	54989030	1	0.855571	49716533	0.904117	4178752613	2330581571	1271763815	576407227	3020467116	0.862062	0.137938	0.646962	71.971485	48.985582	0.367443	0.476212	54.031951	0.012309	9.797116	0.883183	0.721272	0.584282	0.475462	0.38809	0.318277	0.136759	79661828	20.304471	-1	-1	-1	-1	-1	25.18027	0.904578
8P	nexterarapidcapture_expandedexome_probes	3137161264	32382013	62286318	1.923485	49302225	49302225	43219857	1	0.876631	39261415	0.908411	3353093045	1736876469	993785987	622430589	2270710177	0.814371	0.185629	0.636064	53.637075	36.790262	0.356382	0.465917	50.182966	0.01124	9.197566	0.875343	0.679431	0.516415	0.394071	0.302302	0.23478	0.087687	66798267	21.795434	-1	-1	-1	-1	-1	23.733928	1.246838
9A	nexterarapidcapture_expandedexome_probes	3137161264	32382013	62286318	1.923485	62398970	62398970	51086087	1	0.818701	46569539	0.911589	4092166001	2182011774	1336483668	573670559	2932634106	0.859812	0.140188	0.620155	67.383451	47.510609	0.346225	0.465328	51.657912	0.010961	7.918435	0.900471	0.724022	0.576792	0.462621	0.37347	0.304066	0.130044	58457767	17.010757	-1	-1	-1	-1	-1	25.081925	1.246595
9F	nexterarapidcapture_expandedexome_probes	3137161264	32382013	62286318	1.923485	40767289	40767289	34409749	1	0.844053	31485889	0.915028	2794481203	1438073813	904920892	451486498	1948845724	0.838436	0.161564	0.613776	44.409648	31.589673	0.349259	0.473308	49.85549	0.01214	7.897418	0.879419	0.65474	0.472424	0.3443	0.255145	0.193367	0.066343	43784212	22.706961	-1	-1	-1	-1	-1	23.467296	1.297703
9M	nexterarapidcapture_expandedexome_probes	3137161264	32382013	62286318	1.923485	78889635	78889635	64608585	1	0.818974	58774668	0.909704	5172917274	2800232517	1700997124	671687633	3760032638	0.870153	0.129847	0.622104	86.474936	60.945572	0.351441	0.4719	52.443487	0.011687	8.70651	0.907215	0.749277	0.620869	0.519143	0.436823	0.369799	0.180485	75620693	16.824012	-1	-1	-1	-1	-1	26.886043	1.264228
9P	nexterarapidcapture_expandedexome_probes	3137161264	32382013	62286318	1.923485	54202580	54202580	44192465	1	0.81532	40405167	0.9143	3605164447	1957789956	1216824389	430550102	2646536096	0.880574	0.119426	0.616702	60.45918	42.87699	0.357622	0.483433	52.610692	0.011016	8.575398	0.890986	0.707956	0.554628	0.437291	0.34722	0.278255	0.111186	51671051	21.025608	-1	-1	-1	-1	-1	23.569149	1.390272
9S	nexterarapidcapture_expandedexome_probes	3137161264	32382013	62286318	1.923485	62882695	62882695	50144542	1	0.79743	45768484	0.912731	4098955119	2176920583	1384338352	537696184	2958802827	0.868821	0.131179	0.611278	67.226228	47.978066	0.34276	0.465869	51.452019	0.012234	7.996344	0.897877	0.722503	0.576971	0.464003	0.37628	0.307964	0.132968	52697255	18.315655	-1	-1	-1	-1	-1	25.1095	1.269508
